emp_no,first_name,last_name,salary
287763,Huiqun,Decaestecker,78776
287791,Gianluca,Brickell,46720
287791,Gianluca,Brickell,46720
287795,Mechthild,Randi,40000
287795,Mechthild,Randi,40000
287798,Shushma,Duclos,81509
287803,Felicidad,Waymire,52556
287803,Felicidad,Waymire,52556
287818,Guttorm,Griswold,40000
287825,Ramalingam,Jayawardene,93149
287839,Teunis,Tyugu,40000
287839,Teunis,Tyugu,40000
287852,Basem,Papadias,83286
287875,Barna,Pelz,71710
287875,Barna,Pelz,71710
287880,Marco,Morrow,46400
287880,Marco,Morrow,46400
287886,Boaz,Khalid,43512
287886,Boaz,Khalid,43512
287917,Barry,Rindone,52628
287947,Wanqing,Anily,54872
287947,Wanqing,Anily,54872
287976,Aria,Huttel,40000
287982,Stepehn,Akaboshi,41759
287988,Mohua,Pintelas,40000
287994,Koldo,Frezza,46925
287994,Koldo,Frezza,46925
288011,Naftali,Veccia,62960
288032,Gaurav,Fontet,46141
288032,Gaurav,Fontet,46141
288039,Ferdinand,Liedekerke,47316
288045,Rafael,Godskesen,40000
288045,Rafael,Godskesen,40000
288055,Piyush,Tchuente,61818
288064,Siddarth,Krichel,46537
288064,Siddarth,Krichel,46537
288072,Kwangsub,Masada,42561
288087,Serap,Uludag,40202
288092,Bernd,Parveen,61786
288095,Uno,Mukaidono,62222
288099,Xiaoqiu,Huttel,89866
288099,Xiaoqiu,Huttel,89866
288115,Xinyu,Bahl,40000
288117,Shunichi,Krogh,74239
288128,Zongyan,Rahimi,51454
288128,Zongyan,Rahimi,51454
288131,Ingmar,Schaap,40000
288138,Iara,Tetzlaff,102327
288138,Iara,Tetzlaff,102327
288139,Hidde,Gornas,42914
288139,Hidde,Gornas,42914
288144,Youngkon,Pehl,40000
288144,Youngkon,Pehl,40000
288156,Barry,Borstler,40000
288172,Perla,Hasham,40000
288177,Maik,Bednarek,52154
288177,Maik,Bednarek,52154
288197,Huai,Wallrath,65653
288197,Huai,Wallrath,65653
288206,Jouni,Tiemann,54285
288209,Elvia,Baez,78209
288229,Shigeo,Clouatre,40000
288242,Dzung,Lieberherr,56101
288242,Dzung,Lieberherr,56101
288260,Brigham,Trogemann,53320
288271,Supot,Pero,94929
288271,Supot,Pero,94929
288283,Gaetan,Thombley,79589
288283,Gaetan,Thombley,79589
288298,Jolita,Werthner,75540
288298,Jolita,Werthner,75540
288303,Shounak,Lanzelotte,40873
288318,Tiina,Naudin,40419
288318,Tiina,Naudin,40419
288319,Srinidhi,Kaminger,72931
288330,Thodoros,Kruskal,45994
288331,Edwin,Varker,40000
288331,Edwin,Varker,40000
288334,Arunas,Herber,40000
288338,Marsja,Michaels,44330
288367,Nirmal,Pews,49802
288379,Mariangiola,Gyimothy,60183
288389,Guther,Pietracaprina,69425
288404,Xuejun,Schneeberger,40000
288415,Deborah,Luon,40000
288431,Gaetan,Meszaros,40000
288431,Gaetan,Meszaros,40000
288439,Toshimi,Cesareni,83826
288439,Toshimi,Cesareni,83826
288444,Georg,Roison,40000
288446,Leandro,Nyrup,59895
288446,Leandro,Nyrup,59895
288456,Mariusz,Munck,40000
288456,Mariusz,Munck,40000
288456,Mariusz,Munck,40000
288461,Nathan,Madeira,68688
288461,Nathan,Madeira,68688
288465,Shaibal,Portugali,40000
288468,Subhash,Maierhofer,49363
288468,Subhash,Maierhofer,49363
288472,Szabolcs,Billawala,40181
288472,Szabolcs,Billawala,40181
288474,Abdulla,Heering,51729
288475,Cathie,Reutenauer,40000
288482,Khoa,Gurbaxani,64758
288502,Thanasis,Conti,93899
288522,Xiaoheng,Maraist,40000
288538,Pintsang,Bernini,41921
288562,Yinlin,Stamatiou,40000
288579,Aram,Nollmann,47401
288579,Aram,Nollmann,47401
288581,Chirstian,Granlund,40000
288581,Chirstian,Granlund,40000
288626,Iara,Beznosov,43248
288627,Phuoc,Suri,40000
288627,Phuoc,Suri,40000
288634,Chenyi,Kobara,48415
288634,Chenyi,Kobara,48415
288643,Billie,Botman,44855
288643,Billie,Botman,44855
288675,Jaewoo,Swiler,40000
288675,Jaewoo,Swiler,40000
288681,Thodoros,Showalter,40000
288681,Thodoros,Showalter,40000
288684,Gou,Papastamatiou,69459
288686,Christophe,Naudin,40000
288695,Juyoung,Rosis,42101
288719,Sajjan,Llado,57193
288721,Ohad,Panwar,73514
288721,Ohad,Panwar,73514
288721,Ohad,Panwar,73514
288746,Leif,Morrin,44538
288755,Badri,Buescher,40000
288789,Alejandra,Lanphier,53608
288789,Alejandra,Lanphier,53608
288813,Licheng,Noriega,65320
288832,Leah,Rabejac,40000
288832,Leah,Rabejac,40000
288843,Basem,Domenig,40000
288855,Navid,Kruskal,51292
288855,Navid,Kruskal,51292
288857,Marco,Osgood,43506
288880,Chuanyi,Gammage,46969
288880,Chuanyi,Gammage,46969
288921,Irene,Riefers,51721
288925,Kiam,Giveon,66941
288925,Kiam,Giveon,66941
288942,Xiadong,Ramalingam,41094
288945,Bouchung,Claffy,64385
288945,Bouchung,Claffy,64385
288967,Mantis,Erbe,80743
288967,Mantis,Erbe,80743
288977,Cheong,Luga,40000
288992,Gregory,Granlund,43632
289001,Guenter,Alblas,50201
289001,Guenter,Alblas,50201
289013,Quingbo,Panangaden,56399
289013,Quingbo,Panangaden,56399
289014,Odoardo,Krogh,40000
289014,Odoardo,Krogh,40000
289019,Lucien,Plotkin,68253
289034,Arra,Cappelletti,40000
289034,Arra,Cappelletti,40000
289057,Eishiro,Theuretzbacher,68793
289071,Pranjal,Rajala,40000
289083,Leni,Constantine,76837
289100,Selwyn,Marquardt,40846
289103,Francesca,Openshaw,53723
289103,Francesca,Openshaw,53723
289134,Uinam,Engberts,42471
289135,Mitsuyuki,Valette,40000
289135,Mitsuyuki,Valette,40000
289136,Geoff,Mateescu,51242
289152,Toshimo,Sgarro,46565
289159,Yunming,Cyre,40588
289170,Taizo,Aloia,52890
289170,Taizo,Aloia,52890
289172,Valeska,Angiulli,74986
289172,Valeska,Angiulli,74986
289184,Naftaly,Matzov,58665
289184,Naftaly,Matzov,58665
289189,Xiaocheng,Gide,40000
289189,Xiaocheng,Gide,40000
289212,Ramalingam,Wursthorn,53602
289213,Jolita,Veldwijk,83091
289213,Jolita,Veldwijk,83091
289222,Udo,Ebeling,55862
289259,Fayez,Jarecki,72782
289259,Fayez,Jarecki,72782
289269,Byong,Androutsos,40000
289280,Mohammad,Tomescu,40000
289281,Basant,Mondadori,49268
289281,Basant,Mondadori,49268
289292,Shaunak,Terekhov,42525
289302,Mani,Lampe,60515
289302,Mani,Lampe,60515
289332,Youjian,Esteva,63300
289357,Anoosh,Marletta,57385
289357,Anoosh,Marletta,57385
289402,Faiza,Kitai,49198
289402,Faiza,Kitai,49198
289421,Cordelia,Decleir,40358
289436,Hidekazu,Anguita,46375
289436,Hidekazu,Anguita,46375
289438,Karlis,Takanami,53383
289455,Abdelwaheb,Ferretti,40000
289460,Subhash,Flasterstein,42455
289463,IEEE,Herbst,60528
289481,Mabhin,Bhattacharjee,40000
289481,Mabhin,Bhattacharjee,40000
289489,Maria,Morton,43582
289489,Maria,Morton,43582
289502,Tonny,Socorro,45538
289506,Krisda,Kaiser,69447
289506,Krisda,Kaiser,69447
289526,Abdelaziz,Merel,60672
289532,Frederique,Veevers,44103
289533,Gennady,Kornyak,78912
289542,Selwyn,Luft,78875
289577,Kazuhisa,Loncour,62594
289577,Kazuhisa,Loncour,62594
289585,Guther,Pappas,52097
289585,Guther,Pappas,52097
289610,Dines,Asser,40000
289610,Dines,Asser,40000
289613,Khalil,Narahara,40000
289650,Teunis,Felder,40000
289650,Teunis,Felder,40000
289659,Leen,Levasseur,49793
289670,Xuejun,Wolniewicz,43496
289680,Arnd,Schiettecatte,40000
289686,Ortrun,Rajala,52696
289686,Ortrun,Rajala,52696
289698,Dines,Monkewich,63509
289698,Dines,Monkewich,63509
289701,Shichao,Giaccio,66096
289701,Shichao,Giaccio,66096
289701,Shichao,Giaccio,66096
289730,Gian,Perez,65528
289730,Gian,Perez,65528
289733,Gennadi,Hartvigsen,40044
289746,Maja,Braccini,40000
289746,Maja,Braccini,40000
289746,Maja,Braccini,40000
289750,Guenter,Collette,40000
289750,Guenter,Collette,40000
289754,Malu,Paciorek,40000
289759,Gladys,Detkin,42043
289759,Gladys,Detkin,42043
289782,Kazuyasu,Redmiles,45387
289782,Kazuyasu,Redmiles,45387
289814,Frederique,Badr,61384
289817,Karoline,Strandh,62945
289817,Karoline,Strandh,62945
289822,Ottavia,Ermel,61781
289829,Hitofumi,Cooke,77948
289829,Hitofumi,Cooke,77948
289844,Tuval,Lindenbaum,56582
289855,Munehiko,Rikino,40000
289878,Adam,Beznosov,51966
289878,Adam,Beznosov,51966
289895,Susuma,Leonhardt,50347
289905,Emdad,Ramamoorthy,80824
289950,Sudharsan,Koshino,44981
289950,Sudharsan,Koshino,44981
289970,Hyuckchul,Carrere,52910
289977,Keung,Lamma,40000
289983,Xiahua,Peek,48886
289983,Xiahua,Peek,48886
290001,Tua,Maierhofer,43735
290001,Tua,Maierhofer,43735
290030,Jacopo,Granlund,40000
290039,Armond,Burnard,49037
290039,Armond,Burnard,49037
290045,Huiqun,Karcich,40923
290053,Xuedong,Cronin,48251
290053,Xuedong,Cronin,48251
290055,Irene,Velardi,40000
290060,Shugo,Aingworth,75932
290060,Shugo,Aingworth,75932
290070,Fumiko,Buchter,53255
290070,Fumiko,Buchter,53255
290081,Snehasis,Pietrzykowski,40000
290089,Alain,Highland,61383
290129,Duro,Yavatkar,40000
290140,Rafail,Huhdanpaa,81380
290140,Rafail,Huhdanpaa,81380
290155,Saddek,Weiland,46279
290155,Saddek,Weiland,46279
290160,Toney,Puppo,50338
290176,Jessie,Heyers,40000
290190,Utz,Dichev,64811
290193,Felicidad,Shackel,74056
290193,Felicidad,Shackel,74056
290203,Aris,Bolsens,40000
290205,Marie,Duclos,40000
290205,Marie,Duclos,40000
290214,Xiping,Hofstetter,54877
290232,Nobuyoshi,Malabarba,40000
290251,Aemilian,Hoppenstand,40000
290251,Aemilian,Hoppenstand,40000
290251,Aemilian,Hoppenstand,40000
290258,Gilbert,Gadepally,64308
290287,Teiji,DuCasse,40000
290287,Teiji,DuCasse,40000
290298,Ziyad,Kuszyk,40000
290298,Ziyad,Kuszyk,40000
290329,Branimir,Luks,107036
290329,Branimir,Luks,107036
290337,Jaroslava,Soicher,55913
290337,Jaroslava,Soicher,55913
290338,Jessie,Boudaillier,48829
290338,Jessie,Boudaillier,48829
290344,Karoline,Billingsley,40000
290345,Henk,Neimat,58147
290345,Henk,Neimat,58147
290348,Becky,Jakobus,40000
290374,JiYoung,Stanger,40000
290374,JiYoung,Stanger,40000
290375,Shigeaki,Bernini,40000
290390,Xiaoqiu,Gornas,40000
290390,Xiaoqiu,Gornas,40000
290401,Satyanarayana,Fetvedt,48088
290401,Satyanarayana,Fetvedt,48088
290428,Supot,Flowers,92505
290495,Hsiangchu,Kitai,40000
290517,Khatoun,Melter,40000
290525,Masami,Ranka,69646
290533,Arumugam,Lindenbaum,40000
290592,Stein,Ebeling,56901
290593,Vojin,Msuda,40000
290593,Vojin,Msuda,40000
290594,Djenana,Bellone,48781
290594,Djenana,Bellone,48781
290616,Szabolcs,Ponthieu,56601
290616,Szabolcs,Ponthieu,56601
290616,Szabolcs,Ponthieu,56601
290654,Kerryn,Zirintsis,55303
290660,Cristinel,Vakili,40000
290673,Changho,Danlos,52263
290673,Changho,Danlos,52263
290689,Chiradeep,Marquardt,46995
290689,Chiradeep,Marquardt,46995
290699,Raimond,Anick,71871
290699,Raimond,Anick,71871
290745,Renny,Schach,57976
290759,Sadok,Laventhal,67918
290762,Emdad,Swiss,51027
290779,Anestis,Coney,74620
290786,Janche,Simmen,69592
290786,Janche,Simmen,69592
290800,Shmuel,Meriste,87760
290800,Shmuel,Meriste,87760
290807,Apostol,Schrooten,40000
290825,Zhigen,Heystek,56410
290835,Susuma,Angot,75683
290855,Dayanand,Mandelberg,62602
290855,Dayanand,Mandelberg,62602
290867,Lubomir,Peac,42030
290867,Lubomir,Peac,42030
290873,Mayuko,Bahl,40000
290873,Mayuko,Bahl,40000
290890,Margareta,Vitiello,81714
290890,Margareta,Vitiello,81714
290893,Valdiodio,Rassart,82611
290903,Berto,Hettesheimer,71557
290903,Berto,Hettesheimer,71557
290910,Frazer,Pepe,40000
290910,Frazer,Pepe,40000
290911,Dinah,Zolotykh,49768
290911,Dinah,Zolotykh,49768
290941,Mart,Katalagarianos,40000
290941,Mart,Katalagarianos,40000
290947,Jixiang,Kitsuregawa,40000
290967,Alejandra,McFarlan,40000
290981,Mona,Nooteboom,40000
290981,Mona,Nooteboom,40000
291004,Lillian,Mitsuhashi,40881
291033,Gopalakrishnan,Osgood,42291
291059,Sanjai,Bultermann,41931
291067,Margareta,Sanella,40000
291067,Margareta,Sanella,40000
291071,Emran,Vendrig,40000
291071,Emran,Vendrig,40000
291078,Shooichi,Thibadeau,40000
291097,Yongmao,Huttel,40000
291097,Yongmao,Huttel,40000
291099,Heeju,Kranzdorf,58215
291099,Heeju,Kranzdorf,58215
291101,Leandro,Georgakopoulos,59259
291107,Takahira,Mikschl,40000
291107,Takahira,Mikschl,40000
291114,Zeydy,Munawer,80907
291121,Constantijn,Baaleh,47867
291121,Constantijn,Baaleh,47867
291124,Yucai,Anandan,85424
291124,Yucai,Anandan,85424
291168,Duangkaew,Kalorkoti,40000
291168,Duangkaew,Kalorkoti,40000
291183,Mart,Limongiello,77624
291187,Teruyuki,Benveniste,53631
291187,Teruyuki,Benveniste,53631
291212,Pranas,Einsfeld,40000
291216,Satoru,Einsfeld,48123
291217,Zhilian,Fortenbacher,62251
291217,Zhilian,Fortenbacher,62251
291237,Ramalingam,Stamatiou,40000
291243,Keiichiro,Pepe,40000
291243,Keiichiro,Pepe,40000
291263,Kerhong,Munke,40000
291294,Yoshimitsu,Luby,65096
291295,Yinlin,Taneja,60339
291295,Yinlin,Taneja,60339
291307,Thodoros,Shumilov,43825
291307,Thodoros,Shumilov,43825
291312,Oscar,Rosen,40000
291312,Oscar,Rosen,40000
291321,Leucio,Morrey,47336
291329,Teruyuki,Gill,40000
291329,Teruyuki,Gill,40000
291344,Zhonghua,Bellone,45922
291344,Zhonghua,Bellone,45922
291353,Alselm,Farrag,81358
291353,Alselm,Farrag,81358
291376,Fai,Jahnichen,40000
291376,Fai,Jahnichen,40000
291424,Edwin,dAstous,63792
291426,Geraldo,Cooman,40000
291426,Geraldo,Cooman,40000
291441,Koldo,Murtafg,52311
291446,Jaideep,Tsukune,40000
291446,Jaideep,Tsukune,40000
291468,Zhongwei,Barreiro,67059
291468,Zhongwei,Barreiro,67059
291471,Nakhoon,Ratnaker,54627
291480,Kish,Fabrizio,94536
291480,Kish,Fabrizio,94536
291486,Serif,Lieblein,40000
291486,Serif,Lieblein,40000
291490,Ronghao,Penttonen,51608
291514,Adel,Nicolson,40000
291514,Adel,Nicolson,40000
291516,Lech,Morrey,71104
291516,Lech,Morrey,71104
291532,Surveyors,Malabarba,40000
291532,Surveyors,Malabarba,40000
291536,Chenyi,Binding,45499
291538,Torsten,Demizu,40000
291538,Torsten,Demizu,40000
291573,Chirstian,Dichev,40000
291573,Chirstian,Dichev,40000
291574,Selwyn,Malinowski,43798
291574,Selwyn,Malinowski,43798
291610,Ranan,Limongiello,40000
291635,Bernice,Plotkin,48657
291655,Krassimir,Gulla,62873
291659,Ute,Velasco,51935
291659,Ute,Velasco,51935
291670,Elvia,Hopewell,48904
291670,Elvia,Hopewell,48904
291675,Dipayan,Stenning,40000
291716,Juichirou,Bala,45657
291720,Shaibal,Ranst,100888
291734,Serge,Heinisuo,46929
291734,Serge,Heinisuo,46929
291748,Zsolt,Undy,40000
291748,Zsolt,Undy,40000
291753,Abdelkader,Munke,69271
291777,Saniya,Setlzner,40000
291777,Saniya,Setlzner,40000
291784,Hauke,Byoun,60509
291796,Malu,Schwaller,60159
291796,Malu,Schwaller,60159
291796,Malu,Schwaller,60159
291811,Shaibal,Slaats,51004
291811,Shaibal,Slaats,51004
291820,Basil,Jording,58937
291820,Basil,Jording,58937
291840,Xiahua,Riefers,40000
291840,Xiahua,Riefers,40000
291855,Reinhard,Kaiserswerth,59448
291855,Reinhard,Kaiserswerth,59448
291864,Mohan,Yemenis,40000
291890,Adly,Honiden,56097
291897,Denis,Validov,41748
291898,Ferdinand,Quittner,46488
291901,Marko,Ibel,65904
291935,Harjit,Thombley,40000
291935,Harjit,Thombley,40000
291944,Peternela,Swift,43468
291944,Peternela,Swift,43468
291958,Anneli,Bernardinello,49403
291961,Chriss,Picel,50472
291961,Chriss,Picel,50472
291968,Arie,Qiwen,58858
292020,Khosrow,Haumacher,69666
292020,Khosrow,Haumacher,69666
292031,Bouchung,Ulupinar,42461
292071,Martine,Kinley,40000
292071,Martine,Kinley,40000
292094,Chaosheng,Verhaegen,51750
292094,Chaosheng,Verhaegen,51750
292108,Chikako,Lakshmanan,53125
292114,Kyoichi,Boreale,46615
292149,Xuejia,Provine,61231
292151,Xiping,Simkin,40000
292151,Xiping,Simkin,40000
292187,Hailing,Rabehasaina,40000
292194,Lein,Hanratty,51523
292198,Geoff,Gien,91548
292198,Geoff,Gien,91548
292216,Shalesh,Chartres,52107
292216,Shalesh,Chartres,52107
292240,Sanjiv,Negoita,74373
292240,Sanjiv,Negoita,74373
292289,Chaoyi,Mersereau,40000
292307,Youssef,Grabner,43118
292324,Pranay,Pintelas,40000
292338,Fuqing,Yetim,56591
292338,Fuqing,Yetim,56591
292347,Krisda,Papastamatiou,40000
292353,Jingling,Dehkordi,40000
292353,Jingling,Dehkordi,40000
292359,Theron,Orsini,71664
292372,Gurbir,Ranft,43699
292372,Gurbir,Ranft,43699
292383,Gererd,Salverda,80981
292383,Gererd,Salverda,80981
292409,Marsja,Rouquie,40000
292432,Fumino,Muhlberg,43504
292464,Gennady,Choobineh,40000
292464,Gennady,Choobineh,40000
292467,Anoosh,Plump,40000
292471,Marl,Selenyi,51544
292487,Yakichi,Lemarechal,40000
292514,Isaac,Doering,63815
292517,Xumin,Fadgyas,81682
292517,Xumin,Fadgyas,81682
292522,Petter,Liesche,40000
292522,Petter,Liesche,40000
292571,Shahaf,Varman,40000
292582,Nirmal,Bugrara,51546
292582,Nirmal,Bugrara,51546
292584,Mariusz,Bridgland,40000
292600,Margo,Schlumberger,82017
292600,Margo,Schlumberger,82017
292603,DeForest,Tomescu,71996
292605,Hatem,Picaronny,42089
292605,Hatem,Picaronny,42089
292624,Huiqun,Jiang,96574
292624,Huiqun,Jiang,96574
292632,Munir,Poehlman,40000
292634,Surveyors,Smailagic,40000
292634,Surveyors,Smailagic,40000
292641,Elvis,Birke,53936
292641,Elvis,Birke,53936
292661,Premsyl,Narahari,40000
292690,Hilary,Lalonde,40000
292704,Guiseppe,Walstra,47480
292707,Aluzio,Pollacia,58999
292708,Jaana,Kilgore,40000
292708,Jaana,Kilgore,40000
292757,Younwoo,Desikan,72410
292757,Younwoo,Desikan,72410
292771,Takushi,Miyakawa,55503
292771,Takushi,Miyakawa,55503
292782,Franziska,Asmuth,40000
292782,Franziska,Asmuth,40000
292783,Uinam,Bierman,40000
292783,Uinam,Bierman,40000
292801,Mingdong,Kakkar,43046
292816,Kenton,Cummings,47087
292816,Kenton,Cummings,47087
292818,Phillip,Cronau,60249
292821,Reinhard,Nourani,57808
292834,Mototsugu,Mitchem,40000
292834,Mototsugu,Mitchem,40000
292864,Shigeaki,Bednarek,45142
292869,Chuanti,Imataki,40000
292872,Mabo,Wilfing,40000
292916,King,Bazzichi,67300
292916,King,Bazzichi,67300
292923,Toshiki,Wuwongse,77809
292923,Toshiki,Wuwongse,77809
292934,Van,Ducloy,51662
292948,Jinpo,Plumb,63262
292949,George,Backhouse,42444
292970,Xinyu,Strandh,68724
292970,Xinyu,Strandh,68724
292985,Berni,Lowrie,40000
292985,Berni,Lowrie,40000
292989,Dipayan,Fraisse,40000
292995,Junsik,Picel,58108
292995,Junsik,Picel,58108
292999,Rance,Waymire,40000
292999,Rance,Waymire,40000
293002,Basim,Antonisse,50044
293002,Basim,Antonisse,50044
293009,LiMin,Segond,53459
293011,Abdulah,Viele,45569
293011,Abdulah,Viele,45569
293022,Elrique,Usery,40000
293024,Zissis,Ramaiah,40000
293024,Zissis,Ramaiah,40000
293026,Odinaldo,Emiris,64107
293029,Monique,Pettey,40000
293029,Monique,Pettey,40000
293040,Rildo,Merey,76282
293049,Navin,Gustavson,50394
293050,Sanjai,Alblas,40000
293103,Danco,Butner,40000
293103,Danco,Butner,40000
293120,Shaz,Plump,40000
293144,Junichi,Huhdanpaa,61140
293144,Junichi,Huhdanpaa,61140
293171,Khedija,Bahr,40000
293179,Juichirou,Fontan,51927
293179,Juichirou,Fontan,51927
293197,Gonzalo,Kemmerer,64099
293222,Masaru,Yurov,40000
293259,Breannda,Petersohn,58464
293259,Breannda,Petersohn,58464
293265,Golgen,Czaja,40000
293265,Golgen,Czaja,40000
293268,Morrie,Cusworth,48212
293270,Vivian,Lambe,77746
293270,Vivian,Lambe,77746
293277,Mircea,Chachaty,40000
293281,Denny,Whittlesey,67003
293315,Jamaludin,Syrotiuk,40000
293316,Gita,Zobel,40000
293316,Gita,Zobel,40000
293318,Shooichi,Rusmann,40000
293324,Lubomir,Stassinopoulos,59903
293325,Candido,Ullian,40000
293328,Takahiro,Madeira,40000
293328,Takahiro,Madeira,40000
293330,Nevio,Katiyar,44068
293330,Nevio,Katiyar,44068
293342,Dekang,Moehrke,77959
293342,Dekang,Moehrke,77959
293351,Marjo,Desikan,68083
293351,Marjo,Desikan,68083
293367,True,Langford,81068
293376,Wuxu,Salverda,79774
293391,Persi,Poulakidas,52395
293408,Mariangiola,Krohm,49585
293409,Waiman,Nitsch,40000
293409,Waiman,Nitsch,40000
293411,Bogdan,Brookman,55022
293413,Zine,Neimat,40000
293413,Zine,Neimat,40000
293415,Bilhanan,Einsfeld,51736
293415,Bilhanan,Einsfeld,51736
293455,Renny,Picci,40000
293455,Renny,Picci,40000
293458,Chikako,Puoti,63719
293458,Chikako,Puoti,63719
293468,Harjit,Azevdeo,56890
293482,Tamiya,Merks,62889
293482,Tamiya,Merks,62889
293488,Kannan,Otillio,54572
293490,Marlo,Soloway,41194
293508,Sachin,Ranta,40000
293508,Sachin,Ranta,40000
293515,Zdislav,Wursthorn,51428
293515,Zdislav,Wursthorn,51428
293550,Roddy,Wilfing,40000
293550,Roddy,Wilfing,40000
293557,Shahar,Sigstam,44817
293557,Shahar,Sigstam,44817
293576,Munehiro,Kragelund,59840
293583,Alejandro,Kaminger,49661
293583,Alejandro,Kaminger,49661
293629,LiMin,Schaft,44166
293629,LiMin,Schaft,44166
293632,Arnould,Kenevan,68204
293632,Arnould,Kenevan,68204
293641,Kellyn,Busillo,62004
293641,Kellyn,Busillo,62004
293656,Kazuhito,Joslin,46132
293658,Nadjib,Samarati,40000
293661,Oldrich,Takkinen,76844
293695,Edwin,Schreiter,40000
293698,Luerbio,Biran,40000
293700,Berry,Zeidenstein,60656
293700,Berry,Zeidenstein,60656
293702,Hitofumi,Birta,40000
293715,Sorina,Kroon,40000
293715,Sorina,Kroon,40000
293718,Neelam,Hainaut,40000
293718,Neelam,Hainaut,40000
293718,Neelam,Hainaut,40000
293766,Tomoyuki,Schurmann,40000
293766,Tomoyuki,Schurmann,40000
293784,Radhika,Feldhoffer,40000
293816,Bedir,Iivonen,52274
293835,Weiru,Danlos,40000
293851,Golgen,Callaway,40000
293865,Alassane,Rohrbach,53875
293875,Elrique,Doering,41755
293875,Elrique,Doering,41755
293877,Heeju,Nitto,40000
293877,Heeju,Nitto,40000
293884,Zhenhua,Ebeling,61335
293884,Zhenhua,Ebeling,61335
293895,Satyanarayana,Chenney,40000
293904,Bernt,Rahier,85146
293904,Bernt,Rahier,85146
293925,Oscar,Matzat,40000
293939,Parke,Lanzelotte,57878
293965,Jamaludin,Majewski,59941
293965,Jamaludin,Majewski,59941
293974,Danel,Schonegge,51573
293986,Alselm,Melter,40000
293986,Alselm,Melter,40000
293993,Feipei,Hammerschmidt,40000
294016,Satyanarayana,Eiron,40000
294016,Satyanarayana,Eiron,40000
294018,Shietung,Pluym,42840
294018,Shietung,Pluym,42840
294035,Yagil,Improta,40000
294047,Arno,Ramsey,59257
294047,Arno,Ramsey,59257
294048,Uma,Picht,40000
294059,Marke,Pettit,75406
294068,Kazunori,Cmelik,40000
294068,Kazunori,Cmelik,40000
294141,Goo,Pulkowski,60521
294170,Valeri,Improta,70018
294170,Valeri,Improta,70018
294175,Mitchel,Garigliano,52805
294177,Morris,Mundy,40000
294177,Morris,Mundy,40000
294180,Herbert,Rodier,66735
294212,Chandrasekaran,Kuhnemann,40000
294212,Chandrasekaran,Kuhnemann,40000
294217,Guozhong,Barvinok,40000
294223,Pantung,Albarhamtoshy,74184
294243,Marie,Llado,40000
294249,Giordano,Schurmann,40004
294257,Moty,Marrevee,40000
294257,Moty,Marrevee,40000
294258,Alselm,Albarhamtoshy,40000
294258,Alselm,Albarhamtoshy,40000
294266,Berry,Kolvik,57463
294266,Berry,Kolvik,57463
294283,Gita,Yurov,52781
294283,Gita,Yurov,52781
294286,Maren,Jenevein,64502
294286,Maren,Jenevein,64502
294309,Mostafa,Capobianchi,73713
294326,Dmitri,Kermarrec,71194
294326,Dmitri,Kermarrec,71194
294329,Brewster,Dichev,55940
294372,Rasikan,Setia,40000
294407,Girolamo,Miculan,40000
294428,Woody,Koyama,40000
294430,Heekeun,Felcyn,46955
294442,Gita,Rothenberg,44271
294471,Tadahiko,Brendel,44746
294471,Tadahiko,Brendel,44746
294483,Zhilian,Showalter,66491
294483,Zhilian,Showalter,66491
294488,Divine,Rande,40000
294491,Heng,Maierhofer,53064
294509,Emran,Beznosov,40000
294509,Emran,Beznosov,40000
294518,Berna,Rathonyi,42082
294518,Berna,Rathonyi,42082
294534,Tokuyasu,Escriba,51286
294578,Alexius,Kermarrec,64542
294581,Neelam,Conde,69731
294581,Neelam,Conde,69731
294582,Owen,Fargier,40000
294582,Owen,Fargier,40000
294583,Tianruo,Strandh,40866
294606,Zhilian,Perko,85266
294612,Pintsang,Gruenwald,40000
294618,Kazunori,Emmart,85150
294646,Naraig,Sudkamp,44396
294653,Vishv,Seuren,63577
294653,Vishv,Seuren,63577
294661,Marit,Marquardt,52351
294686,Shay,Stafford,56560
294690,Heng,Babb,40000
294690,Heng,Babb,40000
294710,Mohammad,Vigier,53257
294714,Richard,Massonet,40000
294714,Richard,Massonet,40000
294718,Brewster,Argence,40111
294728,Sivanarayana,Erdmenger,40000
294728,Sivanarayana,Erdmenger,40000
294738,Mohammed,Stamatiou,60635
294739,Oguz,Lipner,41491
294739,Oguz,Lipner,41491
294749,Youpyo,Oehlmann,40000
294769,Samphel,Aloia,46290
294769,Samphel,Aloia,46290
294773,Constantino,Sanella,51332
294773,Constantino,Sanella,51332
294779,Mountaz,Valiente,70689
294779,Mountaz,Valiente,70689
294789,Subhada,Yoshizawa,40000
294790,Kish,Panangaden,47229
294797,Hironoby,Heydon,90533
294815,Dharmaraja,Maksimenko,40000
294820,Gaetan,Lanphier,48795
294820,Gaetan,Lanphier,48795
294826,Hsiangchu,Kaiserswerth,40000
294826,Hsiangchu,Kaiserswerth,40000
294837,Jinya,Mayerwieser,40000
294837,Jinya,Mayerwieser,40000
294846,Trygve,Fontet,53791
294846,Trygve,Fontet,53791
294865,Adhemar,Dalphin,40809
294865,Adhemar,Dalphin,40809
294870,Domenico,Nergos,40000
294870,Domenico,Nergos,40000
294921,Conal,Riefers,45678
294921,Conal,Riefers,45678
294926,Zhiwei,Laventhal,48601
294927,Zdislav,Chandrasekhar,61295
294929,Ranga,Godskesen,61637
294941,Haldun,Zaccaria,40000
